PROGRAM_CODE,PROJ_NAME,SPECIES_NAME,RUN_NAME,BROOD_YEAR,STOCK_NAME,STOCK_PROD_AREA_CODE,STOCK_CU_INDEX,STOCK_CU_NAME,STOCK_TYPE_CODE,REARING_TYPE_CODE,FACILITY_NAME,RELEASE_SITE_NAME,REL_CU_INDEX,REL_CU_NAME,RELEASE_STAGE_NAME,MRP_TAGCODE,RELEASE_YEAR,START_DATE,END_DATE,AVE_WEIGHT,PURPOSE_CODE,TRANSFER,RELEASE_COMMENT,RowNum,TaggedClip,TaggedNum,ShedTagNum,NoTagClip,NoTagNum,NoTagPartMarkNum,UnmarkedNum,TotalRelease,Status,Joe's Comment
PIP,McIntyre Cr,Chinook,Spring,1994,Takhini R,YUKN,CK-69,UPPER YUKON RIVER,M,H,McIntyre Creek H,Takhini R,CK-69,UPPER YUKON RIVER,Fed Fry,0201010413,1995,19950814,19950814,2.2,B,N,TRANS-BOUNDARY; ALSO SEE 0201010415,1,AD,14452,0,,0,0,365,14817,All Good - No Change,
PIP,McIntyre Cr,Chinook,Spring,1994,Takhini R,YUKN,CK-69,UPPER YUKON RIVER,M,H,McIntyre Creek H,Takhini R,CK-69,UPPER YUKON RIVER,Fed Fry,0201010415,1995,19950814,19950814,2.2,B,N,TRANS-BOUNDARY; ALSO SEE 0201010413,1,AD,9887,0,,0,0,410,10297,All Good - No Change,
PIP,McIntyre Cr,Chinook,Spring,1995,Takhini R,YUKN,CK-69,UPPER YUKON RIVER,M,H,McIntyre Creek H,Flat Cr/YUKN,CK-69,UPPER YUKON RIVER,Fed Fry,0201010510,1996,19960807,19960807,2.01,B,U,SEE ALSO 0201010508 AND 0201010509.,1,AD,10727,65,,0,0,170,10962,All Good - Filled Blanks,"There are 5 Flat Creeks in the Gazetteer of Yukon. One is a tributary to Takhini River. Given the former McIntyre Creek Hatchery was ~30kms away from this Flat Creek, I presume the Flat Creek referred to in the  RELEASE_SITE_NAME is this Flat Creek. The Takhini River is a site in CU CK-69 UPPER YUKON RIVER. So I added CK-69 as the REL_CU_INDEX and UPPER YUKON RIVER as the REL_CU_NAME."
PIP,McIntyre Cr,Chinook,Spring,1995,Takhini R,YUKN,CK-69,UPPER YUKON RIVER,M,H,McIntyre Creek H,Takhini R,CK-69,UPPER YUKON RIVER,Fed Fry,0201010508,1996,19960812,19960812,2.1,B,N,SEE ALSO 0201010509 AND 0201010510.,1,AD,15731,251,,0,0,496,16478,All Good - No Change,
PIP,McIntyre Cr,Chinook,Spring,1995,Takhini R,YUKN,CK-69,UPPER YUKON RIVER,M,H,McIntyre Creek H,Takhini R,CK-69,UPPER YUKON RIVER,Fed Fry,0201010509,1996,19960812,19960812,2.1,B,N,SEE ALSO 0201010508 AND 0201010510.,1,AD,8085,41,,0,0,293,8419,All Good - No Change,
PIP,McIntyre Cr,Chinook,Spring,1995,Tatchun R,YUKN,CK-73,MIDDLE YUKON RIVER AND TRIBUTARIES,M,H,McIntyre Creek H,Tatchun R,CK-73,MIDDLE YUKON RIVER AND TRIBUTARIES,Fed Fry,0201010210,1996,19960627,19960627,0.81,B,N,SEE ALSO 0201010211.,1,AD,14530,49,,0,0,62,14641,All Good - No Change,It appears Tatchun River Stock was reared at the former facility on the McIntyre Creek; McIntyre Creek is a site in a different CU. But the juveniles were released back into the Tatchun River. So all good. Tatchun River is ~200kms away from the former McIntyre Creek Hatchery site so plausible (effort for release numbers).
PIP,McIntyre Cr,Chinook,Spring,1995,Tatchun R,YUKN,CK-73,MIDDLE YUKON RIVER AND TRIBUTARIES,M,H,McIntyre Creek H,Tatchun R,CK-73,MIDDLE YUKON RIVER AND TRIBUTARIES,Fed Fry,0201010211,1996,19960627,19960627,0.81,B,N,SEE ALSO 0201010210.,1,AD,13526,91,,0,0,294,13911,All Good - No Change,It appears Tatchun River Stock was reared at the former facility on the McIntyre Creek; McIntyre Creek is a site in a different CU. But the juveniles were released back into the Tatchun River. So all good. Tatchun River is ~200kms away from the former McIntyre Creek Hatchery site so plausible (effort for release numbers).
PIP,McIntyre Cr,Chinook,Spring,1996,Takhini R,YUKN,CK-69,UPPER YUKON RIVER,M,H,McIntyre Creek H,Flat Cr/YUKN,CK-69,UPPER YUKON RIVER,Fed Fry,0201010406,1997,19970702,19970704,0.8,B,U,FED FRY RELEASE; SEE ALSO 0201010614.,1,AD,14845,37,,0,0,280,15162,All Good - Filled Blanks,"There are 5 Flat Creeks in the Gazetteer of Yukon. One is a tributary to Takhini River. Given the former McIntyre Creek Hatchery was ~30kms away from this Flat Creek, I presume the Flat Creek referred to in the  RELEASE_SITE_NAME is this Flat Creek. The Takhini River is a site in CU CK-69 UPPER YUKON RIVER. So I added CK-69 as the REL_CU_INDEX and UPPER YUKON RIVER as the REL_CU_NAME."
PIP,McIntyre Cr,Chinook,Spring,1996,Takhini R,YUKN,CK-69,UPPER YUKON RIVER,M,H,McIntyre Creek H,Flat Cr/YUKN,CK-69,UPPER YUKON RIVER,Fed Fry,0201010614,1997,19970702,19970704,0.8,B,U,FED FRY RELEASE; SEE ALSO 0201010406.,1,AD,15622,158,,0,0,382,16162,All Good - Filled Blanks,"There are 5 Flat Creeks in the Gazetteer of Yukon. One is a tributary to Takhini River. Given the former McIntyre Creek Hatchery was ~30kms away from this Flat Creek, I presume the Flat Creek referred to in the  RELEASE_SITE_NAME is this Flat Creek. The Takhini River is a site in CU CK-69 UPPER YUKON RIVER. So I added CK-69 as the REL_CU_INDEX and UPPER YUKON RIVER as the REL_CU_NAME."
PIP,McIntyre Cr,Chinook,Spring,1996,Takhini R,YUKN,CK-69,UPPER YUKON RIVER,M,H,McIntyre Creek H,Flat Cr/YUKN,CK-69,UPPER YUKON RIVER,Fed Fry,0201010615,1997,19970702,19970704,0.8,B,U,FED FRY RELEASE; ALSO SEE 0201010614 AND 0201010406.,1,AD,7924,0,,0,0,192,8116,All Good - Filled Blanks,"There are 5 Flat Creeks in the Gazetteer of Yukon. One is a tributary to Takhini River. Given the former McIntyre Creek Hatchery was ~30kms away from this Flat Creek, I presume the Flat Creek referred to in the  RELEASE_SITE_NAME is this Flat Creek. The Takhini River is a site in CU CK-69 UPPER YUKON RIVER. So I added CK-69 as the REL_CU_INDEX and UPPER YUKON RIVER as the REL_CU_NAME."
PIP,McIntyre Cr,Chinook,Spring,1996,Tatchun R,YUKN,CK-73,MIDDLE YUKON RIVER AND TRIBUTARIES,M,H,McIntyre Creek H,Tatchun R,CK-73,MIDDLE YUKON RIVER AND TRIBUTARIES,Fed Fry,0201010703,1997,19970627,19970627,1,B,N,,1,AD,1521,15,,0,0,148,1684,All Good - No Change,It appears Tatchun River Stock was reared at the former facility on the McIntyre Creek; McIntyre Creek is a site in a different CU. But the juveniles were released back into the Tatchun River. So all good. Tatchun River is ~200kms away from the former McIntyre Creek Hatchery site so plausible (effort for release numbers).
PIP,McIntyre Cr,Chinook,Spring,1997,Takhini R,YUKN,CK-69,UPPER YUKON RIVER,M,H,McIntyre Creek H,Flat Cr/YUKN,CK-69,UPPER YUKON RIVER,Fed Fry,0201010709,1998,19980622,19980622,1.1,B,U,,1,AD,11374,115,,0,0,115,11604,All Good - Filled Blanks,"There are 5 Flat Creeks in the Gazetteer of Yukon. One is a tributary to Takhini River. Given the former McIntyre Creek Hatchery was ~30kms away from this Flat Creek, I presume the Flat Creek referred to in the  RELEASE_SITE_NAME is this Flat Creek. The Takhini River is a site in CU CK-69 UPPER YUKON RIVER. So I added CK-69 as the REL_CU_INDEX and UPPER YUKON RIVER as the REL_CU_NAME."
PIP,McIntyre Cr,Chinook,Spring,1997,Takhini R,YUKN,CK-69,UPPER YUKON RIVER,M,H,McIntyre Creek H,Takhini R,CK-69,UPPER YUKON RIVER,Fed Fry,0201010610,1998,19980623,19980623,1.1,B,N,FED FRY RELEASE; SEE ALSO 0201010708 & 0201010611.,1,AD,12186,37,,0,0,115,12338,All Good - No Change,
PIP,McIntyre Cr,Chinook,Spring,1997,Takhini R,YUKN,CK-69,UPPER YUKON RIVER,M,H,McIntyre Creek H,Takhini R,CK-69,UPPER YUKON RIVER,Fed Fry,0201010611,1998,19980623,19980623,1.1,B,N,FED FRY RELEASE; SEE ALSO 0201010610 AND 0201010708.,1,AD,12933,334,,0,0,118,13385,All Good - No Change,
PIP,McIntyre Cr,Chinook,Spring,1997,Takhini R,YUKN,CK-69,UPPER YUKON RIVER,M,H,McIntyre Creek H,Takhini R,CK-69,UPPER YUKON RIVER,Fed Fry,0201010708,1998,19980623,19980623,1.1,B,N,FED FRY RELEASE; SEE ALSO 0201010210 AND 0201010611.,1,AD,12341,253,,0,0,148,12742,All Good - No Change,
PIP,McIntyre Cr,Chinook,Spring,1997,Tatchun R,YUKN,CK-73,MIDDLE YUKON RIVER AND TRIBUTARIES,M,H,McIntyre Creek H,Tatchun R,CK-73,MIDDLE YUKON RIVER AND TRIBUTARIES,Fed Fry,0201010608,1998,19980619,19980619,1.1,B,N,FED FRY RELEASE; SEE ALSO 0201010609 AND 0201010702.,1,AD,9284,150,,0,0,74,9508,All Good - No Change,It appears Tatchun River Stock was reared at the former facility on the McIntyre Creek; McIntyre Creek is a site in a different CU. But the juveniles were released back into the Tatchun River. So all good. Tatchun River is ~200kms away from the former McIntyre Creek Hatchery site so plausible (effort for release numbers).
PIP,McIntyre Cr,Chinook,Spring,1997,Tatchun R,YUKN,CK-73,MIDDLE YUKON RIVER AND TRIBUTARIES,M,H,McIntyre Creek H,Tatchun R,CK-73,MIDDLE YUKON RIVER AND TRIBUTARIES,Fed Fry,0201010609,1998,19980619,19980619,1.1,B,N,FED FRY RELEASE; SEE ALSO 0201010608 AND 0201010702.,1,AD,10318,211,,0,0,188,10717,All Good - No Change,It appears Tatchun River Stock was reared at the former facility on the McIntyre Creek; McIntyre Creek is a site in a different CU. But the juveniles were released back into the Tatchun River. So all good. Tatchun River is ~200kms away from the former McIntyre Creek Hatchery site so plausible (effort for release numbers).
PIP,McIntyre Cr,Chinook,Spring,1997,Tatchun R,YUKN,CK-73,MIDDLE YUKON RIVER AND TRIBUTARIES,M,H,McIntyre Creek H,Tatchun R,CK-73,MIDDLE YUKON RIVER AND TRIBUTARIES,Fed Fry,0201010702,1998,19980619,19980619,1.1,B,N,FED FRY RELEASE; SEE ALSO 0201010609 AND 0201010608.,1,AD,2536,52,,0,0,,2588,All Good - No Change,It appears Tatchun River Stock was reared at the former facility on the McIntyre Creek; McIntyre Creek is a site in a different CU. But the juveniles were released back into the Tatchun River. So all good. Tatchun River is ~200kms away from the former McIntyre Creek Hatchery site so plausible (effort for release numbers).
PIP,McIntyre Cr,Chinook,Spring,1998,Takhini R,YUKN,CK-69,UPPER YUKON RIVER,M,H,McIntyre Creek H,Flat Cr/YUKN,CK-69,UPPER YUKON RIVER,Fed Fry,0201010711,1999,19990715,19990715,1,B,U,FED FRY RELEASE. SEE ALSO 0201010710.,1,AD,11273,23,,0,0,206,11502,All Good - Filled Blanks,"There are 5 Flat Creeks in the Gazetteer of Yukon. One is a tributary to Takhini River. Given the former McIntyre Creek Hatchery was ~30kms away from this Flat Creek, I presume the Flat Creek referred to in the  RELEASE_SITE_NAME is this Flat Creek. The Takhini River is a site in CU CK-69 UPPER YUKON RIVER. So I added CK-69 as the REL_CU_INDEX and UPPER YUKON RIVER as the REL_CU_NAME."
PIP,McIntyre Cr,Chinook,Spring,1998,Takhini R,YUKN,CK-69,UPPER YUKON RIVER,M,H,McIntyre Creek H,Takhini R,CK-69,UPPER YUKON RIVER,Fed Fry,0201010710,1999,19990714,19990714,1,B,N,FED FRY RELEASE. SEE ALSO 0201010711.,1,AD,13753,28,,0,0,148,13929,All Good - No Change,
PIP,McIntyre Cr,Chinook,Spring,1998,Tatchun R,YUKN,CK-73,MIDDLE YUKON RIVER AND TRIBUTARIES,M,H,McIntyre Creek H,Tatchun R,CK-73,MIDDLE YUKON RIVER AND TRIBUTARIES,Fed Fry,0201010612,1999,19990708,19990708,1,B,N,FED FRY RELEASE. SEE ALSO 0201010613.,1,AD,10363,0,,0,0,67,10430,All Good - No Change,It appears Tatchun River Stock was reared at the former facility on the McIntyre Creek; McIntyre Creek is a site in a different CU. But the juveniles were released back into the Tatchun River. So all good. Tatchun River is ~200kms away from the former McIntyre Creek Hatchery site so plausible (effort for release numbers).
PIP,McIntyre Cr,Chinook,Spring,1998,Tatchun R,YUKN,CK-73,MIDDLE YUKON RIVER AND TRIBUTARIES,M,H,McIntyre Creek H,Tatchun R,CK-73,MIDDLE YUKON RIVER AND TRIBUTARIES,Fed Fry,0201010613,1999,19990708,19990708,1,B,N,FED FRY RELEASE. SEE ALSO 0201010612.,1,AD,4733,0,,0,0,82,4815,All Good - No Change,It appears Tatchun River Stock was reared at the former facility on the McIntyre Creek; McIntyre Creek is a site in a different CU. But the juveniles were released back into the Tatchun River. So all good. Tatchun River is ~200kms away from the former McIntyre Creek Hatchery site so plausible (effort for release numbers).
PIP,McIntyre Cr,Chinook,Spring,1999,Takhini R,YUKN,CK-69,UPPER YUKON RIVER,M,H,McIntyre Creek H,Flat Cr/YUKN,CK-69,UPPER YUKON RIVER,Fed Fry,0201010707,2000,20000623,20000623,0.8,B,U,SEE ALSO 0201010712.,1,AD,11333,114,,0,0,219,11666,All Good - Filled Blanks,"There are 5 Flat Creeks in the Gazetteer of Yukon. One is a tributary to Takhini River. Given the former McIntyre Creek Hatchery was ~30kms away from this Flat Creek, I presume the Flat Creek referred to in the  RELEASE_SITE_NAME is this Flat Creek. The Takhini River is a site in CU CK-69 UPPER YUKON RIVER. So I added CK-69 as the REL_CU_INDEX and UPPER YUKON RIVER as the REL_CU_NAME."
PIP,McIntyre Cr,Chinook,Spring,1999,Takhini R,YUKN,CK-69,UPPER YUKON RIVER,M,H,McIntyre Creek H,Flat Cr/YUKN,CK-69,UPPER YUKON RIVER,Fed Fry,0201010712,2000,20000623,20000623,0.8,B,U,SEE ALSO 0201010707.,1,AD,12246,0,,0,0,214,12460,All Good - Filled Blanks,"There are 5 Flat Creeks in the Gazetteer of Yukon. One is a tributary to Takhini River. Given the former McIntyre Creek Hatchery was ~30kms away from this Flat Creek, I presume the Flat Creek referred to in the  RELEASE_SITE_NAME is this Flat Creek. The Takhini River is a site in CU CK-69 UPPER YUKON RIVER. So I added CK-69 as the REL_CU_INDEX and UPPER YUKON RIVER as the REL_CU_NAME."
PIP,McIntyre Cr,Chinook,Spring,1999,Takhini R,YUKN,CK-69,UPPER YUKON RIVER,M,H,McIntyre Creek H,Takhini R,CK-69,UPPER YUKON RIVER,Fed Fry,0201010604,2000,20000624,20000624,0.9,B,N,SEE ALSO 0201010605 & 0201010606.,1,AD,11105,0,,0,0,147,11252,All Good - No Change,
PIP,McIntyre Cr,Chinook,Spring,1999,Takhini R,YUKN,CK-69,UPPER YUKON RIVER,M,H,McIntyre Creek H,Takhini R,CK-69,UPPER YUKON RIVER,Fed Fry,0201010605,2000,20000624,20000624,0.9,B,N,SEE ALSO 0201010604 & 0201010606.,1,AD,12044,0,,0,0,88,12132,All Good - No Change,
PIP,McIntyre Cr,Chinook,Spring,1999,Takhini R,YUKN,CK-69,UPPER YUKON RIVER,M,H,McIntyre Creek H,Takhini R,CK-69,UPPER YUKON RIVER,Fed Fry,0201010606,2000,20000624,20000624,0.9,B,N,SEE ALSO 0201010604 & 0201010605.,1,AD,4561,0,,0,0,,4561,All Good - No Change,
PIP,McIntyre Cr,Chinook,Spring,1999,Tatchun R,YUKN,CK-73,MIDDLE YUKON RIVER AND TRIBUTARIES,M,H,McIntyre Creek H,Tatchun R,CK-73,MIDDLE YUKON RIVER AND TRIBUTARIES,Fed Fry,0201010705,2000,20000619,20000619,1,B,N,SEE ALSO 0201010706,1,AD,12239,188,,0,0,409,12836,All Good - No Change,It appears Tatchun River Stock was reared at the former facility on the McIntyre Creek; McIntyre Creek is a site in a different CU. But the juveniles were released back into the Tatchun River. So all good. Tatchun River is ~200kms away from the former McIntyre Creek Hatchery site so plausible (effort for release numbers).
PIP,McIntyre Cr,Chinook,Spring,1999,Tatchun R,YUKN,CK-73,MIDDLE YUKON RIVER AND TRIBUTARIES,M,H,McIntyre Creek H,Tatchun R,CK-73,MIDDLE YUKON RIVER AND TRIBUTARIES,Fed Fry,0201010706,2000,20000619,20000619,1,B,N,SEE ALSO 0201010705,1,AD,987,10,,0,0,,997,All Good - No Change,It appears Tatchun River Stock was reared at the former facility on the McIntyre Creek; McIntyre Creek is a site in a different CU. But the juveniles were released back into the Tatchun River. So all good. Tatchun River is ~200kms away from the former McIntyre Creek Hatchery site so plausible (effort for release numbers).
PIP,McIntyre Cr,Chinook,Spring,2000,Takhini R,YUKN,CK-69,UPPER YUKON RIVER,M,H,McIntyre Creek H,Flat Cr/YUKN,CK-69,UPPER YUKON RIVER,Fed Fry,0201010802,2001,20010726,20010726,1.1,B,U,,1,AD,9995,101,,0,0,60,10156,All Good - Filled Blanks,"There are 5 Flat Creeks in the Gazetteer of Yukon. One is a tributary to Takhini River. Given the former McIntyre Creek Hatchery was ~30kms away from this Flat Creek, I presume the Flat Creek referred to in the  RELEASE_SITE_NAME is this Flat Creek. The Takhini River is a site in CU CK-69 UPPER YUKON RIVER. So I added CK-69 as the REL_CU_INDEX and UPPER YUKON RIVER as the REL_CU_NAME."
PIP,McIntyre Cr,Chinook,Spring,2000,Takhini R,YUKN,CK-69,UPPER YUKON RIVER,M,H,McIntyre Creek H,Takhini R,CK-69,UPPER YUKON RIVER,Fed Fry,0201010801,2001,20010725,20010725,1.1,B,N,,1,AD,11724,163,,0,0,123,12010,All Good - No Change,
PIP,McIntyre Cr,Chinook,Spring,2000,Tatchun R,YUKN,CK-73,MIDDLE YUKON RIVER AND TRIBUTARIES,M,H,McIntyre Creek H,Tatchun R,CK-73,MIDDLE YUKON RIVER AND TRIBUTARIES,Fed Fry,0201010607,2001,20010709,20010709,1.1,B,N,SEE ALSO 0201010713,1,AD,11654,360,,0,0,10,12024,All Good - No Change,It appears Tatchun River Stock was reared at the former facility on the McIntyre Creek; McIntyre Creek is a site in a different CU. But the juveniles were released back into the Tatchun River. So all good. Tatchun River is ~200kms away from the former McIntyre Creek Hatchery site so plausible (effort for release numbers).
PIP,McIntyre Cr,Chinook,Spring,2000,Tatchun R,YUKN,CK-73,MIDDLE YUKON RIVER AND TRIBUTARIES,M,H,McIntyre Creek H,Tatchun R,CK-73,MIDDLE YUKON RIVER AND TRIBUTARIES,Fed Fry,0201010713,2001,20010709,20010709,1.1,B,N,SEE ALSO 0201010607,1,AD,6321,329,,0,0,14,6664,All Good - No Change,It appears Tatchun River Stock was reared at the former facility on the McIntyre Creek; McIntyre Creek is a site in a different CU. But the juveniles were released back into the Tatchun River. So all good. Tatchun River is ~200kms away from the former McIntyre Creek Hatchery site so plausible (effort for release numbers).
PIP,McIntyre Cr,Chinook,Spring,2001,Takhini R,YUKN,CK-69,UPPER YUKON RIVER,M,H,McIntyre Creek H,Flat Cr/YUKN,CK-69,UPPER YUKON RIVER,Fed Fry,0201010807,2002,20020628,20020628,1,B,U,,1,AD,4161,42,,0,0,,4203,All Good - Filled Blanks,"There are 5 Flat Creeks in the Gazetteer of Yukon. One is a tributary to Takhini River. Given the former McIntyre Creek Hatchery was ~30kms away from this Flat Creek, I presume the Flat Creek referred to in the  RELEASE_SITE_NAME is this Flat Creek. The Takhini River is a site in CU CK-69 UPPER YUKON RIVER. So I added CK-69 as the REL_CU_INDEX and UPPER YUKON RIVER as the REL_CU_NAME."
PIP,McIntyre Cr,Chinook,Spring,2001,Takhini R,YUKN,CK-69,UPPER YUKON RIVER,M,H,McIntyre Creek H,Takhini R,CK-69,UPPER YUKON RIVER,Fed Fry,0201010804,2002,20020629,20020629,1,B,N,SEE ALSO 0201010805,1,AD,10109,314,,0,0,301,10724,All Good - No Change,
PIP,McIntyre Cr,Chinook,Spring,2001,Takhini R,YUKN,CK-69,UPPER YUKON RIVER,M,H,McIntyre Creek H,Takhini R,CK-69,UPPER YUKON RIVER,Fed Fry,0201010805,2002,20020629,20020629,1,B,N,SEE ALSO 0201010804,1,AD,9814,100,,0,0,405,10319,All Good - No Change,
PIP,McIntyre Cr,Chinook,Spring,2001,Tatchun R,YUKN,CK-73,MIDDLE YUKON RIVER AND TRIBUTARIES,M,H,McIntyre Creek H,Tatchun R,CK-73,MIDDLE YUKON RIVER AND TRIBUTARIES,Fed Fry,0201010803,2002,20020627,20020627,1,B,N,,1,AD,6432,415,,0,0,279,7126,All Good - No Change,It appears Tatchun River Stock was reared at the former facility on the McIntyre Creek; McIntyre Creek is a site in a different CU. But the juveniles were released back into the Tatchun River. So all good. Tatchun River is ~200kms away from the former McIntyre Creek Hatchery site so plausible (effort for release numbers).
PIP,McIntyre Cr,Chinook,Spring,2002,Takhini R,YUKN,CK-69,UPPER YUKON RIVER,M,H,McIntyre Creek H,Flat Cr/YUKN,CK-69,UPPER YUKON RIVER,Fed Fry,0201010806,2003,20030722,20030722,1.7,B,U,,1,AD,6426,65,,0,0,,6491,All Good - Filled Blanks,"There are 5 Flat Creeks in the Gazetteer of Yukon. One is a tributary to Takhini River. Given the former McIntyre Creek Hatchery was ~30kms away from this Flat Creek, I presume the Flat Creek referred to in the  RELEASE_SITE_NAME is this Flat Creek. The Takhini River is a site in CU CK-69 UPPER YUKON RIVER. So I added CK-69 as the REL_CU_INDEX and UPPER YUKON RIVER as the REL_CU_NAME."
PIP,McIntyre Cr,Chinook,Spring,2002,Takhini R,YUKN,CK-69,UPPER YUKON RIVER,M,H,McIntyre Creek H,Takhini R,CK-69,UPPER YUKON RIVER,Fed Fry,0201010701,2003,20030721,20030721,1.7,B,N,SEE ALSO 0211223141 & 0211223142,1,AD,11589,13,,0,0,104,11706,All Good - No Change,
PIP,McIntyre Cr,Chinook,Spring,2002,Takhini R,YUKN,CK-69,UPPER YUKON RIVER,M,H,McIntyre Creek H,Takhini R,CK-69,UPPER YUKON RIVER,Fed Fry,0201020101,2003,20030721,20030721,1.7,B,N,,1,AD,8431,0,,0,0,55,8486,All Good - No Change,
PIP,McIntyre Cr,Chinook,Spring,2002,Takhini R,YUKN,CK-69,UPPER YUKON RIVER,M,H,McIntyre Creek H,Takhini R,CK-69,UPPER YUKON RIVER,Fed Fry,0201020102,2003,20030721,20030721,1.7,B,N,,1,AD,14017,0,,0,0,76,14093,All Good - No Change,
PIP,McIntyre Cr,Chinook,Spring,2002,Tatchun R,YUKN,CK-73,MIDDLE YUKON RIVER AND TRIBUTARIES,M,H,McIntyre Creek H,Tatchun R,CK-73,MIDDLE YUKON RIVER AND TRIBUTARIES,Fed Fry,0201010714,2003,20030704,20030704,1.4,B,N,SEE ALSO 0201010715,1,AD,10746,50,,0,0,79,10875,All Good - No Change,It appears Tatchun River Stock was reared at the former facility on the McIntyre Creek; McIntyre Creek is a site in a different CU. But the juveniles were released back into the Tatchun River. So all good. Tatchun River is ~200kms away from the former McIntyre Creek Hatchery site so plausible (effort for release numbers).
PIP,McIntyre Cr,Chinook,Spring,2002,Tatchun R,YUKN,CK-73,MIDDLE YUKON RIVER AND TRIBUTARIES,M,H,McIntyre Creek H,Tatchun R,CK-73,MIDDLE YUKON RIVER AND TRIBUTARIES,Fed Fry,0201010715,2003,20030704,20030704,1.4,B,N,SEE ALSO 0201010714,1,AD,13261,0,,0,0,166,13427,All Good - No Change,It appears Tatchun River Stock was reared at the former facility on the McIntyre Creek; McIntyre Creek is a site in a different CU. But the juveniles were released back into the Tatchun River. So all good. Tatchun River is ~200kms away from the former McIntyre Creek Hatchery site so plausible (effort for release numbers).
PIP,McIntyre Cr,Chinook,Spring,2003,Takhini R,YUKN,CK-69,UPPER YUKON RIVER,M,H,McIntyre Creek H,Flat Cr/YUKN,CK-69,UPPER YUKON RIVER,Fed Fry,0201020108,2004,20040816,20040816,1.1,B,U,,1,AD,7785,95,,0,0,,7880,All Good - Filled Blanks,"There are 5 Flat Creeks in the Gazetteer of Yukon. One is a tributary to Takhini River. Given the former McIntyre Creek Hatchery was ~30kms away from this Flat Creek, I presume the Flat Creek referred to in the  RELEASE_SITE_NAME is this Flat Creek. The Takhini River is a site in CU CK-69 UPPER YUKON RIVER. So I added CK-69 as the REL_CU_INDEX and UPPER YUKON RIVER as the REL_CU_NAME."
